MOD:00548,C,171.26
MOD:01975,C,172.18
MOD:00549,C,174.17
MOD:00550,C,184.28
MOD:00551,C,189.19
MOD:00620,C,190.20
MOD:00610,C,200.59
MOD:01858,C,203.19
MOD:00111,C,204.36
MOD:00312,C,210.36
MOD:01321,C,218.34
MOD:01116,C,218.38
MOD:00112,C,220.36
MOD:01691,C,224.34
MOD:01690,C,226.36
MOD:00480,C,227.26
MOD:01133,C,234.38
MOD:00481,C,236.16
MOD:00313,C,236.40
MOD:00069,C,238.41
MOD:00115,C,238.41
MOD:01684,C,238.41
MOD:00816,C,266.47
MOD:00113,C,272.48
MOD:01119,C,286.50
MOD:01969,C,289.31
MOD:00566,C,297.15
MOD:00932,C,298.02
MOD:01822,C,299.17
MOD:01823,C,304.18
MOD:01824,C,304.18
MOD:01825,C,304.18
MOD:01826,C,304.18
MOD:01827,C,304.18
MOD:01828,C,304.18
MOD:00234,C,305.30
MOD:00491,C,316.38
MOD:01174,C,316.44
MOD:00613,C,326.42
MOD:00339,C,342.87
MOD:00494,C,345.78
MOD:00495,C,351.12
MOD:01264,C,362.38
MOD:01266,C,380.39
MOD:00499,C,388.35
MOD:01860,C,396.37
MOD:00413,C,414.52
MOD:00257,C,418.40
MOD:01365,C,421.43
MOD:01694,C,421.46
MOD:00609,C,428.61
MOD:01848,C,432.54
MOD:00406,C,442.22
MOD:00405,C,450.28
MOD:00225,C,454.33
MOD:00356,C,456.35
MOD:01660,C,484.50
MOD:00401,C,486.63
MOD:00402,C,494.30
MOD:00151,C,520.27
MOD:00815,C,520.27
MOD:00178,C,541.30
MOD:01144,C,550.91
MOD:00898,C,576.95
MOD:00142,C,584.67
MOD:01142,C,584.67
MOD:00140,C,586.69
MOD:00263,C,586.69
MOD:01175,C,586.69
MOD:00141,C,588.70
MOD:00144,C,616.50
MOD:00228,C,635.16
MOD:00922,C,672.84
MOD:00897,C,677.20
MOD:00923,C,684.85
MOD:00633,C,713.57
MOD:00311,C,765.52
MOD:00152,C,783.54
MOD:01146,C,783.54
MOD:00444,C,789.32
MOD:00900,C,815.36
MOD:00360,C,922.07
MOD:00286,C,1572.02
MOD:01468,C,1618.93
MOD:01469,C,1738.88
MOD:01634,D,-115.09
MOD:00869,D,-44.01
MOD:00378,D,-16.00
MOD:00093,D,-0.98
MOD:01185,D,-0.98
MOD:01181,D,14.03
MOD:01681,D,14.03
MOD:00036,D,16.00
MOD:01919,D,16.00
MOD:01926,D,16.00
MOD:01241,D,17.03
MOD:01295,D,21.98
MOD:01245,D,38.09
MOD:00051,D,42.04
MOD:00309,D,44.01
MOD:00237,D,46.09
MOD:01215,D,57.05
MOD:01209,D,62.54
MOD:01178,D,76.07
MOD:00042,D,79.98
MOD:01099,D,82.06
MOD:00168,D,123.05
MOD:00865,D,123.05
MOD:01217,D,155.00
MOD:01219,D,161.02
MOD:00321,D,294.39
MOD:00224,D,441.36
MOD:01668,D,783.54
MOD:00380,D,1572.02
MOD:01636,E,-129.12
MOD:00819,E,-44.01
MOD:00951,E,-44.01
MOD:00420,E,-18.02
MOD:01692,E,-16.00
MOD:00096,E,-0.98
MOD:00081,E,14.03
MOD:01434,E,16.00
MOD:01242,E,17.03
MOD:01296,E,21.98
MOD:01807,E,28.01
MOD:00600,E,28.05
MOD:01244,E,38.09
MOD:00053,E,42.04
MOD:00041,E,44.01
MOD:00206,E,57.05
MOD:01216,E,57.05
MOD:01210,E,62.54
MOD:00992,E,74.08
MOD:01107,E,90.13
MOD:01108,E,90.13
MOD:01971,E,114.15
MOD:01607,E,127.14
MOD:01608,E,128.18
MOD:00207,E,129.12
MOD:00872,E,129.12
MOD:01970,E,129.12
MOD:01605,E,143.14
MOD:01218,E,155.00
MOD:01220,E,161.02
MOD:00179,E,197.13
MOD:01606,E,223.12
MOD:00873,E,258.23
MOD:00874,E,387.35
MOD:00875,E,516.46
MOD:00300,E,541.30
MOD:00329,E,614.48
MOD:01972,E,749.52
MOD:01644,F,-147.18
MOD:01789,F,-27.00
MOD:00103,F,-0.98
MOD:00137,F,0.98
MOD:01327,F,9.03
MOD:00589,F,10.03
MOD:00074,F,14.03
MOD:01063,F,14.03
MOD:01385,F,16.00
MOD:01227,F,17.99
MOD:01476,F,17.99
MOD:01477,F,17.99
MOD:01478,F,17.99
MOD:00465,F,32.00
MOD:01290,F,32.00
MOD:01091,F,34.44
MOD:00784,F,42.04
MOD:00183,F,78.90
MOD:00184,F,78.90
MOD:00185,F,78.90
MOD:00972,F,78.90
MOD:00995,F,79.91
MOD:01250,F,322.17
MOD:01638,G,-57.05
MOD:00097,G,-0.98
MOD:01990,G,1.01
MOD:00072,G,14.03
MOD:01180,G,16.00
MOD:00270,G,16.06
MOD:01623,G,16.06
MOD:01625,G,16.06
MOD:00066,G,28.01
MOD:01983,G,28.05
MOD:00055,G,42.04
MOD:01982,G,43.09
MOD:01777,G,103.14
MOD:01778,G,103.14
MOD:00170,G,123.05
MOD:00174,G,123.05
MOD:00067,G,176.12
MOD:00504,G,206.33
MOD:00503,G,208.35
MOD:00068,G,210.36
MOD:00344,G,238.41
MOD:01614,G,329.21
MOD:00314,G,368.65
MOD:00351,G,699.99
MOD:01639,H,-137.14
MOD:01788,H,-27.00
MOD:00567,H,-23.04
MOD:00775,H,-23.04
MOD:00568,H,-22.05
MOD:00776,H,-22.05
MOD:00098,H,-0.98
MOD:00082,H,14.03
MOD:00322,H,14.03
MOD:00724,H,14.03
MOD:01920,H,16.00
MOD:01324,H,26.04
MOD:01288,H,28.05
MOD:01323,H,40.06
MOD:00781,H,42.04
MOD:01282,H,56.06
MOD:01213,H,57.05
MOD:01279,H,70.09
MOD:00182,H,78.90
MOD:00044,H,79.98
MOD:00045,H,79.98
MOD:00890,H,79.98
MOD:01177,H,90.08
MOD:00802,H,116.95
MOD:01229,H,125.90
MOD:00049,H,143.21
MOD:01496,H,144.10
MOD:01503,H,144.10
MOD:01510,H,144.10
MOD:01489,H,144.11
MOD:01239,H,156.22
MOD:01300,H,158.24
MOD:01274,H,183.23
MOD:01319,H,218.34
MOD:01724,H,229.16
MOD:01732,H,229.16
MOD:01740,H,229.16
MOD:01748,H,229.16
MOD:01756,H,229.16
MOD:01764,H,229.16
MOD:01546,H,304.20
MOD:01567,H,304.20
MOD:01574,H,304.20
MOD:01581,H,304.20
MOD:01532,H,304.21
MOD:01539,H,304.21
MOD:01553,H,304.21
MOD:01560,H,304.21
MOD:00377,H,306.17
MOD:00376,H,329.21
MOD:00330,H,345.21
MOD:00357,H,454.33
MOD:00358,H,454.33
MOD:00281,H,616.50
MOD:00334,H,616.50
MOD:01145,H,684.51
MOD:00153,H,783.54
MOD:00226,H,783.54
MOD:01640,I,-113.16
MOD:00099,I,-0.98
MOD:01333,I,6.02
MOD:01286,I,7.02
MOD:01897,I,13.98
MOD:00341,I,14.03
MOD:01377,I,16.00
MOD:01415,I,16.00
MOD:01376,I,32.00
MOD:01378,I,32.00
MOD:01416,I,32.00
MOD:00056,I,42.04
MOD:01642,K,-128.18
MOD:01022,K,-17.03
MOD:00130,K,-1.03
MOD:00779,K,-1.03
MOD:00223,K,-1.01
MOD:00101,K,-0.98
MOD:00854,K,1.01
MOD:01603,K,1.99
MOD:00942,K,4.03
MOD:01334,K,6.02
MOD:00582,K,8.01
MOD:00964,K,12.01
MOD:00085,K,14.03
MOD:00323,K,14.03
MOD:01683,K,14.03
MOD:00131,K,14.97
MOD:00037,K,16.00
MOD:00240,K,16.00
MOD:01047,K,16.00
MOD:01918,K,16.00
MOD:01925,K,16.00
MOD:00604,K,16.03
MOD:01325,K,26.04
MOD:00216,K,28.01
MOD:00084,K,28.05
MOD:01289,K,28.05
MOD:01338,K,28.05
MOD:00375,K,32.00
MOD:00496,K,32.06
MOD:01254,K,32.06
MOD:01357,K,34.06
MOD:01670,K,34.44
MOD:00558,K,38.05
MOD:01322,K,40.06
MOD:01353,K,41.05
MOD:00450,K,42.01
MOD:00057,K,42.04
MOD:00064,K,42.04
MOD:00445,K,42.04
MOD:00723,K,42.04
MOD:01678,K,43.02
MOD:00083,K,43.09
MOD:00123,K,44.01
MOD:01233,K,45.03
MOD:01965,K,47.04
MOD:01253,K,54.05
MOD:01232,K,56.03
MOD:01283,K,56.06
MOD:01398,K,56.06
MOD:01212,K,57.05
MOD:01094,K,58.04
MOD:01330,K,58.04
MOD:00452,K,59.04
MOD:01231,K,59.04
MOD:01310,K,59.07
MOD:00364,K,59.09
MOD:00629,K,62.07
MOD:01311,K,62.09
MOD:01312,K,65.11
MOD:00472,K,68.04
MOD:01892,K,68.07
MOD:01313,K,68.13
MOD:00292,K,70.05
MOD:01278,K,70.09
MOD:01781,K,70.09
MOD:01880,K,71.12
MOD:00124,K,72.06
MOD:00473,K,72.06
MOD:00559,K,76.10
MOD:00627,K,78.11
MOD:01931,K,79.98
MOD:01893,K,86.05
MOD:01838,K,87.08
MOD:00125,K,87.12
MOD:00497,K,88.12
MOD:01224,K,88.12
MOD:00556,K,94.11
MOD:01314,K,100.02
MOD:01819,K,100.07
MOD:01316,K,104.03
MOD:01315,K,104.04
MOD:01195,K,104.11
MOD:01230,K,105.02
MOD:01112,K,105.10
MOD:01359,K,109.05
MOD:00326,K,109.13
MOD:01287,K,111.04
MOD:01259,K,111.10
MOD:00560,K,112.13
MOD:00492,K,114.10
MOD:01203,K,119.12
MOD:01774,K,126.20
MOD:01211,K,127.14
MOD:01779,K,128.18
MOD:01866,K,140.09
MOD:01350,K,143.14
MOD:01494,K,144.10
MOD:01501,K,144.10
MOD:01508,K,144.10
MOD:01487,K,144.11
MOD:01780,K,144.17
MOD:01251,K,145.18
MOD:00641,K,146.18
MOD:01238,K,156.22
MOD:01299,K,158.24
MOD:01304,K,161.16
MOD:01124,K,162.14
MOD:01347,K,162.14
MOD:01973,K,168.04
MOD:01257,K,170.17
MOD:01467,K,170.17
MOD:01914,K,178.14
MOD:01935,K,178.14
MOD:01275,K,183.23
MOD:00127,K,188.30
MOD:01201,K,192.17
MOD:00087,K,210.36
MOD:01360,K,215.24
MOD:01320,K,218.34
MOD:01335,K,220.99
MOD:01272,K,225.31
MOD:00126,K,226.29
MOD:00128,K,229.13
MOD:01722,K,229.16
MOD:01730,K,229.16
MOD:01738,K,229.16
MOD:01746,K,229.16
MOD:01754,K,229.16
MOD:01762,K,229.16
MOD:01196,K,233.29
MOD:01654,K,233.29
MOD:01836,K,237.17
MOD:00086,K,238.41
MOD:00573,K,241.31
MOD:00593,K,253.25
MOD:00317,K,264.41
MOD:01936,K,264.45
MOD:01137,K,266.36
MOD:00129,K,266.43
MOD:01999,K,266.43
MOD:02000,K,266.43
MOD:01657,K,287.34
MOD:01544,K,304.20
MOD:01565,K,304.20
MOD:01572,K,304.20
MOD:01579,K,304.20
MOD:01530,K,304.21
MOD:01537,K,304.21
MOD:01551,K,304.21
MOD:01558,K,304.21
MOD:00232,K,329.21
MOD:01341,K,338.47
MOD:00162,K,340.28
MOD:00929,K,342.30
MOD:00233,K,345.21
MOD:01340,K,348.24
MOD:00485,K,352.45
MOD:00484,K,354.47
MOD:01263,K,362.38
MOD:01267,K,380.39
MOD:01240,K,383.45
MOD:01667,K,410.42
MOD:01366,K,421.43
MOD:00283,K,426.74
MOD:01887,K,484.50
MOD:01399,K,541.30
MOD:01400,K,541.30
MOD:01641,L,-113.16
MOD:00100,L,-0.98
MOD:00838,L,3.02
MOD:01332,L,6.02
MOD:01285,L,7.02
MOD:01374,L,13.98
MOD:00304,L,14.03
MOD:00342,L,14.03
MOD:01372,L,16.00
MOD:01373,L,16.00
MOD:01411,L,16.00
MOD:01806,L,28.05
MOD:01375,L,32.00
MOD:01412,L,32.00
MOD:01432,L,32.00
MOD:00782,L,42.04
MOD:01403,L,48.00
MOD:01413,L,48.00
MOD:01643,M,-131.19
MOD:00768,M,-80.10
MOD:00935,M,-64.10
MOD:00404,M,-48.10
MOD:01204,M,-48.10
MOD:01704,M,-48.10
MOD:00403,M,-30.09
MOD:00956,M,-18.03
MOD:01906,M,-1.01
MOD:00102,M,-0.98
MOD:01464,M,1.01
MOD:01795,M,4.02
MOD:01833,M,5.02
MOD:01811,M,6.01
MOD:01812,M,6.01
MOD:00073,M,14.03
MOD:01974,M,15.03
MOD:00719,M,16.00
MOD:00720,M,16.00
MOD:00721,M,16.00
MOD:01966,M,16.00
MOD:01796,M,20.02
MOD:01834,M,21.01
MOD:00482,M,28.01
MOD:00256,M,32.00
MOD:01835,M,37.01
MOD:00058,M,42.04
MOD:01382,M,43.09
MOD:00368,M,44.01
MOD:01447,M,46.03
MOD:00530,M,46.91
MOD:01342,M,46.91
MOD:01937,M,238.41
MOD:01633,N,-114.10
MOD:00307,N,-18.02
MOD:00632,N,-17.01
MOD:00092,N,-0.98
MOD:00565,N,0.98
MOD:00684,N,0.98
MOD:01930,N,0.98
MOD:00531,N,2.99
MOD:01293,N,2.99
MOD:00079,N,14.03
MOD:01337,N,15.01
MOD:00035,N,16.00
MOD:01401,N,16.00
MOD:01688,N,16.00
MOD:00316,N,28.05
MOD:00241,N,30.03
MOD:00780,N,42.04
MOD:00325,N,46.09
MOD:00167,N,123.05
MOD:01173,N,123.05
MOD:01303,N,161.16
MOD:00833,N,162.14
MOD:01346,N,162.14
MOD:01202,N,192.17
MOD:00831,N,203.19
MOD:00832,N,203.19
MOD:01674,N,203.19
MOD:01962,N,228.25
MOD:00510,N,349.34
MOD:00333,N,386.30
MOD:00511,N,406.39
MOD:00512,N,486.42
MOD:00513,N,495.48
MOD:00514,N,511.48
MOD:00236,N,541.30
MOD:00515,N,552.53
MOD:00516,N,568.53
MOD:01354,N,657.60
MOD:00518,N,698.67
MOD:00519,N,700.64
MOD:00520,N,714.67
MOD:00521,N,730.67
MOD:00522,N,821.73
MOD:00523,N,846.79
MOD:00524,N,860.81
MOD:00525,N,862.79
MOD:00526,N,876.81
MOD:00527,N,892.81
MOD:01207,N,947.85
MOD:00529,N,972.79
MOD:00506,N,1217.09
MOD:00762,N,1299.20
MOD:00623,N,1443.33
MOD:00763,N,1461.34
MOD:00759,N,1607.48
MOD:00760,N,1623.48
MOD:01162,N,1769.62
MOD:01645,P,-97.12
MOD:00794,P,-28.01
MOD:00477,P,-13.02
MOD:01009,P,-2.02
MOD:00104,P,-0.98
MOD:00888,P,1.01
MOD:01297,P,5.02
MOD:01810,P,6.01
MOD:00571,P,13.98
MOD:00830,P,14.03
MOD:01417,P,14.03
MOD:00038,P,16.00
MOD:00039,P,16.00
MOD:00478,P,16.00
MOD:01024,P,16.00
MOD:01957,P,16.00
MOD:00389,P,28.01
MOD:00075,P,29.06
MOD:01292,P,29.06
MOD:01396,P,30.03
MOD:00287,P,32.00
MOD:00866,P,32.00
MOD:01402,P,32.00
MOD:00059,P,42.04
MOD:00217,P,148.11
MOD:00757,P,178.14
MOD:01082,P,178.14
MOD:01454,P,179.09
MOD:00758,P,219.19
MOD:01677,P,219.19
MOD:00574,P,258.34
MOD:01265,P,362.38
MOD:00487,P,369.48
MOD:00486,P,371.50
MOD:01367,P,421.43
MOD:01637,Q,-128.13
MOD:00308,Q,-18.02
MOD:00040,Q,-17.03
MOD:00095,Q,-0.98
MOD:00685,Q,0.98
MOD:00791,Q,2.99
MOD:01294,Q,2.99
MOD:00080,Q,14.03
MOD:00278,Q,14.03
MOD:00722,Q,14.03
MOD:00657,Q,15.01
MOD:01336,Q,15.01
MOD:00054,Q,42.04
MOD:01950,Q,94.12
MOD:01775,Q,159.19
MOD:01197,Q,192.17
MOD:01662,Q,541.30
MOD:00352,Q,761.31
MOD:01632,R,-156.19
MOD:00479,R,-43.07
MOD:00796,R,-42.04
MOD:00091,R,-0.98
MOD:00219,R,0.98
MOD:01604,R,3.99
MOD:01331,R,6.02
MOD:00587,R,10.01
MOD:00078,R,14.03
MOD:00277,R,14.03
MOD:00310,R,14.03
MOD:00414,R,14.03
MOD:00220,R,16.00
MOD:01956,R,16.00
MOD:00637,R,18.04
MOD:00076,R,28.05
MOD:00077,R,28.05
MOD:00783,R,28.05
MOD:01898,R,28.05
MOD:00374,R,32.00
MOD:00638,R,36.08
MOD:00359,R,42.04
MOD:00442,R,42.04
MOD:01669,R,42.08
MOD:00933,R,54.05
MOD:01252,R,54.05
MOD:00443,R,59.09
MOD:00227,R,79.98
MOD:00542,R,132.12
MOD:00332,R,162.14
MOD:01199,R,192.17
MOD:00572,R,199.27
MOD:01967,R,203.19
MOD:00615,R,215.24
MOD:01141,R,266.36
MOD:00543,R,282.25
MOD:00937,R,290.40
MOD:00934,R,306.40
MOD:00488,R,310.41
MOD:00489,R,312.43
MOD:01262,R,362.38
MOD:01269,R,380.39
MOD:01368,R,421.43
MOD:00177,R,541.30
MOD:01646,S,-87.08
MOD:00189,S,-18.02
MOD:00807,S,-17.03
MOD:00536,S,-16.00
MOD:00858,S,-16.00
MOD:00194,S,-15.02
MOD:00835,S,-2.02
MOD:01344,S,-2.02
MOD:00213,S,-1.01
MOD:00214,S,-1.01
MOD:00215,S,-1.01
MOD:00105,S,-0.98
MOD:01801,S,1.01
MOD:01234,S,2.00
MOD:01922,S,12.01
MOD:01302,S,13.04
MOD:01384,S,13.98
MOD:01782,S,14.03
MOD:01445,S,16.00
MOD:01222,S,28.01
MOD:01783,S,28.05
MOD:00060,S,42.04
MOD:00369,S,42.04
MOD:00647,S,42.04
MOD:01784,S,43.09
MOD:00636,S,44.11
MOD:00882,S,59.13
MOD:00982,S,62.97
MOD:01255,S,76.18
MOD:00218,S,78.97
MOD:00251,S,78.97
MOD:00046,S,79.98
MOD:01451,S,79.98
MOD:00366,S,80.06
MOD:00648,S,84.07
MOD:01318,S,87.18
MOD:01083,S,90.13
MOD:01362,S,96.04
MOD:01194,S,121.20
MOD:00171,S,123.05
MOD:00175,S,123.05
MOD:01587,S,123.05
MOD:00295,S,126.20
MOD:00814,S,132.12
MOD:01497,S,144.10
MOD:01504,S,144.10
MOD:01511,S,144.10
MOD:01490,S,144.11
MOD:00812,S,146.14
MOD:01246,S,147.15
MOD:00269,S,154.06
MOD:00390,S,154.25
MOD:00804,S,162.14
MOD:00808,S,162.14
MOD:00810,S,162.14
MOD:00787,S,164.14
MOD:01588,S,166.14
MOD:01976,S,172.18
MOD:00296,S,176.12
MOD:01273,S,183.23
MOD:00834,S,187.19
MOD:01198,S,192.17
MOD:00163,S,203.19
MOD:00805,S,203.19
MOD:01675,S,203.19
MOD:01963,S,228.25
MOD:01725,S,229.16
MOD:01733,S,229.16
MOD:01741,S,229.16
MOD:01749,S,229.16
MOD:01757,S,229.16
MOD:01765,S,229.16
MOD:01381,S,236.40
MOD:00089,S,238.41
MOD:00302,S,242.12
MOD:01589,S,244.25
MOD:01964,S,274.27
MOD:00301,S,283.17
MOD:01547,S,304.20
MOD:01568,S,304.20
MOD:01575,S,304.20
MOD:01582,S,304.20
MOD:01533,S,304.21
MOD:01540,S,304.21
MOD:01554,S,304.21
MOD:01561,S,304.21
MOD:00159,S,340.33
MOD:01261,S,362.38
MOD:01270,S,380.39
MOD:01475,S,397.38
MOD:01474,S,398.37
MOD:00945,S,421.43
MOD:01364,S,421.43
MOD:00355,S,438.33
MOD:00640,S,467.54
MOD:01281,S,490.70
MOD:01307,S,525.66
MOD:00242,S,541.30
MOD:00635,S,572.75
MOD:01356,S,657.60
MOD:00379,S,831.69
MOD:00176,S,881.63
MOD:01205,S,947.85
MOD:00324,S,1588.01
MOD:01647,T,-101.10
MOD:01433,T,-46.03
MOD:01388,T,-44.01
MOD:00537,T,-30.03
MOD:00190,T,-18.02
MOD:01470,T,-18.02
MOD:01471,T,-18.02
MOD:00138,T,-17.03
MOD:00539,T,-17.01
MOD:01345,T,-2.02
MOD:00252,T,-1.01
MOD:00106,T,-0.98
MOD:01235,T,2.00
MOD:01301,T,13.04
MOD:01387,T,14.03
MOD:01610,T,14.03
MOD:01221,T,28.01
MOD:00061,T,42.04
MOD:01171,T,42.04
MOD:01186,T,42.04
MOD:01078,T,59.13
MOD:01256,T,76.18
MOD:00260,T,78.97
MOD:00047,T,79.98
MOD:00367,T,80.06
MOD:01317,T,87.18
MOD:01096,T,90.13
MOD:01361,T,96.04
MOD:01671,T,115.09
MOD:01193,T,121.20
MOD:00173,T,123.05
MOD:00391,T,126.20
MOD:01785,T,129.12
MOD:01961,T,129.12
MOD:01498,T,144.10
MOD:01505,T,144.10
MOD:01512,T,144.10
MOD:01491,T,144.11
MOD:00813,T,146.14
MOD:01247,T,147.15
MOD:00392,T,154.25
MOD:01306,T,161.16
MOD:00809,T,162.14
MOD:00811,T,162.14
MOD:01348,T,162.14
MOD:01200,T,192.17
MOD:00164,T,203.19
MOD:00806,T,203.19
MOD:01676,T,203.19
MOD:01726,T,229.16
MOD:01734,T,229.16
MOD:01742,T,229.16
MOD:01750,T,229.16
MOD:01758,T,229.16
MOD:01766,T,229.16
MOD:01769,T,236.40
MOD:00088,T,238.41
MOD:00575,T,240.32
MOD:01617,T,242.12
MOD:01770,T,254.44
MOD:00350,T,268.25
MOD:01548,T,304.20
MOD:01569,T,304.20
MOD:01576,T,304.20
MOD:01583,T,304.20
MOD:01534,T,304.21
MOD:01541,T,304.21
MOD:01555,T,304.21
MOD:01562,T,304.21
MOD:00272,T,329.21
MOD:01268,T,380.39
MOD:00354,T,438.33
MOD:01280,T,490.70
MOD:01308,T,525.66
MOD:01663,T,541.30
MOD:01355,T,657.60
MOD:01206,T,947.85
MOD:01954,U,-80.99
MOD:00253,U,1572.02
MOD:00381,U,1691.97
MOD:01650,V,-99.13
MOD:00109,V,-0.98
MOD:00588,V,6.01
MOD:00756,V,16.00
MOD:01386,V,16.00
MOD:00063,V,42.04
MOD:01874,V,44.01
MOD:00280,V,70.05
MOD:01665,V,178.08
MOD:01648,W,-186.21
MOD:00107,W,-0.98
MOD:00962,W,2.02
MOD:00462,W,3.99
MOD:00966,W,12.01
MOD:00327,W,16.00
MOD:01622,W,16.00
MOD:01664,W,16.00
MOD:01816,W,16.00
MOD:01817,W,16.00
MOD:01226,W,17.99
MOD:01479,W,17.99
MOD:01480,W,17.99
MOD:01481,W,17.99
MOD:00463,W,19.99
MOD:01106,W,28.01
MOD:01994,W,28.01
MOD:01995,W,28.01
MOD:00157,W,29.98
MOD:00607,W,30.99
MOD:00464,W,32.00
MOD:01291,W,32.00
MOD:00886,W,34.44
MOD:01843,W,34.44
MOD:01913,W,34.44
MOD:00785,W,42.04
MOD:00618,W,44.01
MOD:01351,W,45.00
MOD:00619,W,58.04
MOD:01328,W,58.04
MOD:01379,W,78.09
MOD:00188,W,78.90
MOD:00139,W,100.07
MOD:00817,W,136.24
MOD:00533,W,152.99
MOD:00532,W,159.01
MOD:01305,W,161.16
MOD:00165,W,162.14
MOD:00222,W,162.14
MOD:01609,W,178.14
MOD:01590,W,204.36
MOD:01249,W,322.17
MOD:00766,X,-128.18
MOD:01151,X,-97.99
MOD:00957,X,-44.01
MOD:00960,X,-44.01
MOD:00508,X,-29.02
MOD:00416,X,-18.02
MOD:00704,X,-18.02
MOD:01160,X,-17.03
MOD:01161,X,-16.00
MOD:01888,X,-2.02
MOD:01701,X,-1.01
MOD:01702,X,-1.01
MOD:00674,X,-0.98
MOD:00883,X,-0.98
MOD:00400,X,0.98
MOD:01699,X,1.01
MOD:01700,X,1.01
MOD:00411,X,2.00
MOD:00581,X,2.00
MOD:00852,X,2.99
MOD:01371,X,2.99
MOD:00585,X,3.02
MOD:00546,X,4.01
MOD:00853,X,4.99
MOD:01832,X,5.02
MOD:01809,X,6.01
MOD:00544,X,6.02
MOD:01370,X,7.02
MOD:00540,X,9.03
MOD:00643,X,13.04
MOD:00407,X,14.03
MOD:00599,X,14.03
MOD:01680,X,14.03
MOD:01689,X,14.03
MOD:01369,X,15.01
MOD:00412,X,16.00
MOD:00425,X,16.00
MOD:00617,X,17.03
MOD:01910,X,17.99
MOD:01794,X,18.04
MOD:00423,X,21.98
MOD:00577,X,26.04
MOD:00409,X,28.01
MOD:00493,X,28.01
MOD:01483,X,28.01
MOD:00429,X,28.05
MOD:00578,X,28.05
MOD:00603,X,28.05
MOD:01339,X,28.05
MOD:01686,X,28.05
MOD:00428,X,32.00
MOD:00552,X,32.06
MOD:00881,X,32.06
MOD:01459,X,32.06
MOD:00927,X,34.06
MOD:00545,X,34.07
MOD:01911,X,34.44
MOD:00976,X,38.09
MOD:01072,X,38.09
MOD:01243,X,38.09
MOD:00579,X,40.06
MOD:00509,X,41.05
MOD:00394,X,42.04
MOD:00408,X,42.04
MOD:00644,X,42.04
MOD:00645,X,42.04
MOD:01458,X,42.04
MOD:00430,X,42.08
MOD:00580,X,42.08
MOD:01687,X,42.08
MOD:00398,X,43.02
MOD:01679,X,43.02
MOD:00711,X,43.09
MOD:01698,X,43.09
MOD:00977,X,43.96
MOD:01152,X,44.01
MOD:00461,X,45.00
MOD:00449,X,45.03
MOD:01153,X,46.09
MOD:00007,X,46.91
MOD:01409,X,48.00
MOD:00630,X,54.05
MOD:01895,X,56.03
MOD:00451,X,56.06
MOD:00557,X,56.06
MOD:01894,X,56.06
MOD:00397,X,57.05
MOD:01090,X,57.05
MOD:00399,X,58.04
MOD:01084,X,58.04
MOD:00981,X,60.07
MOD:01208,X,62.54
MOD:01170,X,70.05
MOD:00576,X,70.09
MOD:01996,X,70.09
MOD:01997,X,70.09
MOD:01998,X,70.09
MOD:00993,X,76.10
